date,open,high,low,close,volume,Name
2014-03-31,60.78,61.52,59.87,60.24,53011205,FB
2014-04-01,60.46,62.66,60.24,62.62,59291210,FB
2014-04-02,63.21,63.91,62.21,62.72,66144812,FB
2014-04-03,62.55,63.17,59.13,59.49,83859330,FB
2014-04-04,59.94,60.2,56.32,56.749,125465774,FB
2014-04-07,55.9,58.0,55.44,56.95,108487569,FB
2014-04-08,57.68,58.71,57.17,58.1901,78835935,FB
2014-04-09,59.63,62.4558,59.1882,62.41,100215307,FB
2014-04-10,63.08,63.18,58.68,59.16,114987616,FB
2014-04-11,57.6,60.31,57.31,58.53,91451960,FB
2014-04-14,60.09,60.45,57.78,58.89,72324603,FB
2014-04-15,59.29,59.68,55.88,59.09,108622706,FB
2014-04-16,59.79,60.19,57.74,59.72,78773521,FB
2014-04-17,59.3,60.58,58.72,58.94,88040346,FB
2014-04-21,59.46,61.24,59.15,61.24,60363619,FB
2014-04-22,62.65,63.44,62.22,63.0301,60631312,FB
2014-04-23,63.45,63.48,61.26,61.36,96564750,FB
2014-04-24,63.6,63.65,59.77,60.87,138769345,FB
2014-04-25,59.97,60.01,57.57,57.71,92501529,FB
2014-04-28,58.05,58.31,54.66,56.14,107757756,FB
2014-04-29,56.09,58.28,55.84,58.15,75557202,FB
2014-04-30,57.58,59.85,57.16,59.78,76093004,FB
2014-05-01,60.43,62.28,60.21,61.15,82428606,FB
2014-05-02,61.3,61.89,60.18,60.46,54189197,FB
2014-05-05,59.67,61.35,59.18,61.22,46057411,FB
2014-05-06,60.98,61.15,58.49,58.53,55900809,FB
2014-05-07,58.77,59.3,56.26,57.39,78587247,FB
2014-05-08,57.23,58.82,56.5,56.76,61251053,FB
2014-05-09,56.85,57.65,56.38,57.24,52583858,FB
2014-05-12,57.98,59.9,57.98,59.83,48575487,FB
2014-05-13,59.66,60.89,59.51,59.83,48525476,FB
2014-05-14,59.53,60.45,58.95,59.23,47428583,FB
2014-05-15,59.26,59.38,57.52,57.919,56813940,FB
2014-05-16,58.31,58.45,57.31,58.0199,47933075,FB
2014-05-19,57.89,59.56,57.57,59.21,43033925,FB
2014-05-20,59.5,60.19,58.18,58.56,53931469,FB
2014-05-21,58.56,60.5,58.25,60.49,58991505,FB
2014-05-22,60.94,61.48,60.4,60.52,54200116,FB
2014-05-23,60.41,61.45,60.15,61.351,38293993,FB
2014-05-27,61.62,63.51,61.57,63.48,55681663,FB
2014-05-28,63.39,64.14,62.62,63.51,47795088,FB
2014-05-29,63.84,64.3,63.51,63.83,42699670,FB
2014-05-30,63.95,64.17,62.56,63.3,45283577,FB
2014-06-02,63.23,63.59,62.05,63.08,35995537,FB
2014-06-03,62.62,63.42,62.32,62.87,32216707,FB
2014-06-04,62.45,63.59,62.07,63.34,36513991,FB
2014-06-05,63.66,64.36,62.82,63.186,47352368,FB
2014-06-06,63.37,63.48,62.15,62.5,42442096,FB
2014-06-09,62.4,63.34,61.79,62.88,37617413,FB
2014-06-10,63.53,65.82,63.5,65.77,69338140,FB
2014-06-11,65.32,65.8,64.9,65.781,44241926,FB
2014-06-12,65.85,66.47,64.06,64.2901,55729828,FB
2014-06-13,64.7,64.97,63.83,64.5,29418910,FB
2014-06-16,64.16,64.88,63.75,64.19,31045811,FB
2014-06-17,64.1,64.88,63.93,64.4,27714816,FB
2014-06-18,64.49,65.75,64.05,65.6,35570154,FB
2014-06-19,65.46,65.5756,64.21,64.3415,34245182,FB
2014-06-20,64.46,64.81,63.35,64.5,46466073,FB
2014-06-23,64.32,65.66,64.22,65.37,34560121,FB
2014-06-24,65.36,67.17,65.27,65.72,57334867,FB
2014-06-25,65.58,67.48,65.57,67.44,44308249,FB
2014-06-26,68.0,68.0,66.9,67.13,47713944,FB
2014-06-27,67.31,67.7,66.84,67.6,46460627,FB
2014-06-30,67.46,67.92,67.13,67.29,27201749,FB
2014-07-01,67.58,68.44,67.39,68.06,33243166,FB
2014-07-02,68.04,68.3,65.79,66.45,41895220,FB
2014-07-03,66.855,67.0,65.76,66.29,25203215,FB
2014-07-07,66.3,66.57,65.12,65.29,28745099,FB
2014-07-08,65.06,65.56,62.21,62.76,68926036,FB
2014-07-09,63.41,65.12,63.15,64.97,51431582,FB
2014-07-10,63.31,65.34,63.05,64.8725,44421915,FB
2014-07-11,65.28,66.59,64.79,66.34,39212022,FB
2014-07-14,67.13,68.17,66.9,67.9,38536924,FB
2014-07-15,67.96,68.0899,66.26,67.165,44292944,FB
2014-07-16,67.54,67.94,67.07,67.66,29593589,FB
2014-07-17,67.03,67.85,66.04,66.4099,38188432,FB
2014-07-18,66.8,68.46,66.16,68.4199,42455649,FB
2014-07-21,68.81,69.96,68.5,69.4,49539121,FB
2014-07-22,69.76,69.77,68.61,69.27,40397693,FB
2014-07-23,69.74,71.33,69.61,71.29,78434716,FB
2014-07-24,75.96,76.74,74.51,74.98,124167936,FB
2014-07-25,74.99,75.67,74.662,75.19,45917435,FB
2014-07-28,75.17,75.5,73.85,74.92,41725249,FB
2014-07-29,74.72,74.92,73.4229,73.71,41324470,FB
2014-07-30,74.21,75.19,74.13,74.677,36853018,FB
2014-07-31,74.0,74.165,72.44,72.65,43991772,FB
2014-08-01,72.22,73.22,71.55,72.36,43535314,FB
2014-08-04,72.36,73.88,72.36,73.51,30776819,FB
2014-08-05,73.2,73.59,72.18,72.69,34986147,FB
2014-08-06,72.02,73.72,71.79,72.47,30985533,FB
2014-08-07,73.0,74.0,72.7,73.17,38140550,FB
2014-08-08,73.4,73.43,72.56,73.06,27202325,FB
2014-08-11,73.46,73.91,73.06,73.44,24591177,FB
2014-08-12,73.09,73.3301,72.22,72.83,27418983,FB
2014-08-13,73.12,74.25,73.05,73.77,29180515,FB
2014-08-14,73.97,74.38,73.69,74.296,22207019,FB
2014-08-15,74.32,74.65,73.0,73.63,38909161,FB
2014-08-18,74.0,74.72,73.96,74.59,23973658,FB
2014-08-19,74.81,75.58,74.77,75.29,26678640,FB
2014-08-20,74.97,75.18,74.62,74.81,22916678,FB
2014-08-21,74.92,75.19,74.4149,74.57,20101979,FB
2014-08-22,74.34,74.73,73.57,74.57,20897393,FB
2014-08-25,74.94,75.28,74.79,75.02,19734103,FB
2014-08-26,75.0,75.99,74.73,75.9601,23992668,FB
2014-08-27,75.27,75.49,74.46,74.63,36323060,FB
2014-08-28,74.0,74.43,73.73,73.855,21946738,FB
2014-08-29,74.3,74.82,74.01,74.82,26241162,FB
2014-09-02,75.01,76.7,74.82,76.68,34979438,FB
2014-09-03,77.14,77.48,75.6,75.83,32389102,FB
2014-09-04,75.89,76.93,75.53,75.95,26676444,FB
2014-09-05,76.1,77.38,75.598,77.26,29475854,FB
2014-09-08,77.26,78.17,77.01,77.89,28183156,FB
2014-09-09,77.59,78.17,76.2,76.67,28881803,FB
